;GO:0014068;GO:2000483;GO:0007253;GO:2001171;GO:1901223;GO:0002244;GO:0050796;GO:0045892;GO:0001701;GO:0035556;GO:0035278;GO:0007268;GO:0045652;GO:0042267;GO:0009966;GO:0006612;GO:0048011;GO:0007416;GO:0006449;GO:2000008;GO:0071880;GO:0002924;GO:0016241;GO:0050727;GO:0010700;GO:1905273;GO:0070317;GO:0035264;GO:0035023;GO:0043408;GO:0070507;GO:0045947;GO:0043407;GO:1903026;GO:0008284;GO:0006024;GO:0048812;GO:0045666;GO:0038096;GO:0045944;GO:0006027;GO:0043524;GO:0002576;GO:0001523;GO:0019221;GO:0050859;GO:0033630;GO:0032148;GO:0050732;GO:0050853;GO:0045717;GO:0055082;GO:0031295;GO:0048668;GO:0035094;GO:0043410;GO:0021520;GO:0043536;GO:0048672;GO:0051279;GO:0050860;GO:0050900;GO:0032811;GO:0018108;GO:0006366;GO:0006006;GO:0006887;GO:0043547;GO:0030509;GO:0098655;GO:0070126;GO:0030220;GO:0031550;GO:0051965;GO:0010470;GO:0042989;GO:0007186;GO:0035194;GO:0060395;GO:0006893;GO:0045577;GO:0007223;GO:0043312;GO:0038180;GO:0033209;GO:0031547;GO:0070473;GO:0050804;GO:0035625;GO:2000045;GO:0010469;GO:1904261;GO:0072659;GO:0010862;GO:0016567;GO:0007271;GO:0007274;GO:0008361;GO:0045907;GO:0043687;GO:0000122;GO:0032869;GO:0010717;GO:0030326;GO:0035855;GO:2001028;GO:0060071;GO:0010832;GO:0035335;GO:0006351;GO:1900122;GO:1903997;GO:0060338;GO:0051480;GO:0007202;GO:0007565;GO:0048468;GO:0060213;GO:0070372;GO:0042130;GO:0043065;GO:0006508;GO:0006904;GO:0071345
GO:1904261;0.3333333333333333;0.3;0.0;0.2727272727272727;0.2;0.0;0.3;0.2;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.2857142857142857;0.0;0.0;0.0;0.4444444444444444;0.2222222222222222;0.0;0.2;0.2727272727272727;0.25;0.2727272727272727;0.3333333333333333;0.2727272727272727;0.0;0.18181818181818182;0.2222222222222222;0.3333333333333333;0.25;0.18181818181818182;0.09090909090909091;0.5;0.0;0.0;0.4444444444444444;0.0;0.3;0.0;0.2727272727272727;0.0;0.0;0.0;0.2222222222222222;0.42857142857142855;0.21428571428571427;0.23076923076923078;0.0;0.2727272727272727;0.1111111111111111;0.3;0.0;0.0;0.3333333333333333;0.0;0.4444444444444444;0.5;0.3333333333333333;0.2222222222222222;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.375;0.6666666666666666;0.625;0.0;0.0;0.18181818181818182;0.3333333333333333;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.25;0.0;0.2727272727272727;0.14285714285714285;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.1111111111111111;0.5;0.0;0.18181818181818182;0.0;0.5;0.0;0.0;0.375;0.4444444444444444;0.2727272727272727;0.0;0.0;0.1;0.21428571428571427;0.2222222222222222;0.07142857142857142;0.07692307692307693;0.0;0.0;0.2727272727272727;0.2;0.18181818181818182;0.3333333333333333;0.0;0.0;0.0
GO:0072659;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0
GO:0010862;0.5555555555555556;0.23076923076923078;0.0;0.5;0.4;0.0;0.3;0.3076923076923077;0.0;0.3;0.25;0.0;0.2727272727272727;0.0;0.5714285714285714;0.0;0.0;0.0;0.45454545454545453;0.18181818181818182;0.0;0.2727272727272727;0.3333333333333333;0.3333333333333333;0.25;0.2727272727272727;0.25;0.0;0.36363636363636365;0.7;0.3;0.4166666666666667;0.5833333333333334;0.07692307692307693;0.4444444444444444;0.0;0.0;0.0;0.0;0.38461538461538464;0.0;0.25;0.0;0.0;0.0;0.4;0.3333333333333333;0.6666666666666666;0.6363636363636364;0.0;0.3333333333333333;0.09090909090909091;0.25;0.0;0.0;0.8;0.0;0.2727272727272727;0.4;0.3;0.4;0.0;0.3;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.625;0.3333333333333333;0.2;0.0;0.3;0.2857142857142857;0.3333333333333333;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.5;0.25;0.5;0.3333333333333333;0.0;1.0;0.0;0.0;0.0;0.09090909090909091;0.3;0.0;0.2857142857142857;0.0;0.3;0.0;0.0;0.4;0.0;0.23076923076923078;0.0;0.0;0.08333333333333333;0.6666666666666666;0.4444444444444444;0.0625;0.06666666666666667;0.0;0.0;0.38461538461538464;0.6363636363636364;0.21428571428571427;0.36363636363636365;0.0;0.0;0.0
GO:0016567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.1111111111111111;0.0;0.1111111111111111;0.0;0.25;0.0;0.08333333333333333;0.15384615384615385;0.1111111111111111;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.1;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.3;0.16666666666666666;0.1;0.0;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.0;0.0;0.1111111111111111;0.09090909090909091;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;1.0;0.06666666666666667;0.06666666666666667;0.09090909090909091;0.0;0.5555555555555556;0.0;0.07142857142857142;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.5;0.3;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.3333333333333333;0.1111111111111111;0.08333333333333333
GO:0007271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;1.0;0.75;0.09090909090909091;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333
GO:0007274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.75;1.0;0.09090909090909091;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333
GO:0008361;0.09090909090909091;0.09090909090909091;0.0;0.07692307692307693;0.09090909090909091;0.0;0.2222222222222222;0.09090909090909091;0.0;0.2;0.16666666666666666;0.1;0.1;0.0;0.125;0.0;0.2;0.3333333333333333;0.1;0.1;0.2;0.09090909090909091;0.09090909090909091;0.1111111111111111;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.0;0.08333333333333333;0.1;0.1111111111111111;0.08333333333333333;0.08333333333333333;0.09090909090909091;0.1111111111111111;0.0;0.4;0.0;0.2;0.08333333333333333;0.0;0.09090909090909091;0.125;0.1;0.2;0.1;0.1111111111111111;0.07692307692307693;0.07692307692307693;0.2;0.09090909090909091;0.16666666666666666;0.0;0.2;0.0;0.09090909090909091;0.2;0.09090909090909091;0.16666666666666666;0.2857142857142857;0.1;0.0;0.2222222222222222;0.1;0.0;0.0;0.16666666666666666;0.1;0.2;0.0;0.2;0.2;0.1;0.16666666666666666;0.1111111111111111;0.0;0.2;0.14285714285714285;0.2;0.0;0.09090909090909091;0.2;0.0;0.2;0.2;0.2;0.09090909090909091;0.1111111111111111;0.2;0.09090909090909091;0.14285714285714285;0.1111111111111111;0.0;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;1.0;0.0;0.1111111111111111;0.08333333333333333;0.1;0.1111111111111111;0.0;0.2;0.1;0.2;0.08333333333333333;0.1;0.0;0.1;0.07692307692307693;0.1;0.09090909090909091;0.07692307692307693;0.0;0.2;0.07692307692307693;0.09090909090909091;0.08333333333333333;0.09090909090909091;0.0;0.2;0.125
GO:0045907;0.3;0.3;0.0;0.25;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.5;0.0;0.3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.375;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.3;0.0;0.0;0.0
GO:0043687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.14285714285714285;0.0;0.14285714285714285;0.0;0.3;0.0;0.1;0.18181818181818182;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.125;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.625;0.375;0.2;0.125;0.0;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.1111111111111111;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.07692307692307693;0.07692307692307693;0.1111111111111111;0.0;1.0;0.0;0.08333333333333333;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.625;0.375;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.42857142857142855;0.14285714285714285;0.1
GO:0000122;0.21428571428571427;0.25;0.5;0.38461538461538464;0.3076923076923077;0.0;0.25;0.875;0.0;0.2727272727272727;0.6666666666666666;0.0;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.5454545454545454;0.16666666666666666;0.0;0.25;0.3333333333333333;0.18181818181818182;0.3333333333333333;0.15384615384615385;0.3333333333333333;0.0;0.2;0.3076923076923077;0.2727272727272727;0.6363636363636364;0.35714285714285715;0.07142857142857142;0.2727272727272727;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.3333333333333333;0.0;0.0;0.0;0.2727272727272727;0.18181818181818182;0.25;0.38461538461538464;0.0;0.6;0.08333333333333333;0.0;0.0;0.0;0.2857142857142857;0.0;0.15384615384615385;0.1111111111111111;0.2727272727272727;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.07692307692307693;0.7777777777777778;0.0;0.0;0.0;0.23076923076923078;0.1111111111111111;0.18181818181818182;0.0;0.2727272727272727;0.5454545454545454;0.3;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.25;0.23076923076923078;0.1;0.18181818181818182;0.0;0.2857142857142857;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;1.0;0.0;0.2727272727272727;0.0;0.0;0.16666666666666666;0.0;0.3076923076923077;0.0;0.0;0.07692307692307693;0.25;0.23076923076923078;0.058823529411764705;0.0625;0.0;0.0;0.4166666666666667;0.2857142857142857;0.23076923076923078;0.23076923076923078;0.0;0.0;0.0
GO:0032869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.1;0.0;0.08333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
GO:0010717;0.3;0.3333333333333333;0.0;0.2727272727272727;0.3;0.0;0.375;0.3;0.0;0.42857142857142855;0.3333333333333333;0.0;0.5714285714285714;0.0;0.42857142857142855;0.0;0.0;0.0;0.375;0.2222222222222222;0.0;0.2;0.3333333333333333;0.25;0.3333333333333333;0.2;0.3333333333333333;0.0;0.2727272727272727;0.3333333333333333;0.42857142857142855;0.3;0.2727272727272727;0.09090909090909091;0.42857142857142855;0.0;0.0;0.4444444444444444;0.0;0.2727272727272727;0.0;0.3333333333333333;0.0;0.0;0.375;0.3;0.25;0.21428571428571427;0.2727272727272727;0.0;0.3333333333333333;0.1111111111111111;0.2727272727272727;0.0;0.0;0.3;0.0;0.3333333333333333;0.375;0.42857142857142855;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.3333333333333333;0.5;0.5714285714285714;0.0;0.42857142857142855;0.18181818181818182;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.375;0.375;0.3333333333333333;0.375;0.5;0.0;0.3;0.0;0.0;0.0;0.1111111111111111;0.375;0.0;0.2727272727272727;0.0;1.0;0.0;0.0;0.3333333333333333;0.5;0.4444444444444444;0.0;0.0;0.1;0.23076923076923078;0.3333333333333333;0.07142857142857142;0.07692307692307693;0.0;0.0;0.2727272727272727;0.3;0.2727272727272727;0.3333333333333333;0.0;0.0;0.0
GO:0030326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666
GO:2001028;0.4;0.2727272727272727;0.0;0.25;0.2727272727272727;0.0;0.09090909090909091;0.18181818181818182;0.0;0.0;0.2857142857142857;0.0;0.2727272727272727;0.0;0.375;0.0;0.0;0.0;0.2;0.2;0.0;0.2727272727272727;0.18181818181818182;0.5;0.18181818181818182;0.3;0.18181818181818182;0.0;0.25;0.3;0.2222222222222222;0.16666666666666666;0.25;0.08333333333333333;0.375;0.0;0.0;0.4;0.0;0.2727272727272727;0.0;0.18181818181818182;0.0;0.0;0.0;0.2727272727272727;0.375;0.2;0.15384615384615385;0.0;0.18181818181818182;0.1;0.2727272727272727;0.0;0.0;0.4;0.0;0.75;0.3333333333333333;0.2222222222222222;0.2727272727272727;0.0;0.2;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.4444444444444444;0.375;0.3;0.0;0.0;0.16666666666666666;0.2857142857142857;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.2222222222222222;0.0;0.18181818181818182;0.3333333333333333;0.375;0.0;0.4;0.0;0.0;0.0;0.1;0.4444444444444444;0.0;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;0.16666666666666666;0.0;0.0;0.09090909090909091;0.2;0.3;0.06666666666666667;0.07142857142857142;0.0;0.0;0.25;0.2727272727272727;0.16666666666666666;0.3;0.0;0.0;0.0
GO:0060071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.2;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.1111111111111111;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.125;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666
GO:0010832;0.23076923076923078;0.3333333333333333;0.2727272727272727;0.21428571428571427;0.3333333333333333;0.0;0.2727272727272727;0.3333333333333333;0.0;0.3;0.3333333333333333;0.0;0.4;0.0;0.3;0.0;0.0;0.0;0.2727272727272727;0.16666666666666666;0.0;0.25;0.25;0.18181818181818182;0.36363636363636365;0.15384615384615385;0.36363636363636365;0.0;0.21428571428571427;0.25;0.3;0.3333333333333333;0.3076923076923077;0.07142857142857142;0.3;0.0;0.0;0.3333333333333333;0.0;0.21428571428571427;0.0;0.36363636363636365;0.0;0.0;0.2727272727272727;0.3333333333333333;0.18181818181818182;0.17647058823529413;0.3076923076923077;0.0;0.36363636363636365;0.08333333333333333;0.21428571428571427;0.0;0.0;0.23076923076923078;0.0;0.15384615384615385;0.2727272727272727;0.3;0.3333333333333333;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.25;0.1111111111111111;0.3;0.3333333333333333;0.3;0.21428571428571427;0.3333333333333333;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.25;0.2727272727272727;0.2727272727272727;0.25;0.2727272727272727;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.3076923076923077;0.0;0.4444444444444444;0.0;0.0;0.16666666666666666;0.0;1.0;0.0;0.0;0.07692307692307693;0.1875;0.25;0.058823529411764705;0.0625;0.0;0.0;0.21428571428571427;0.23076923076923078;0.3076923076923077;0.25;0.0;0.0;0.0
GO:0035335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.125;0.0;0.125;0.0;0.2727272727272727;0.0;0.09090909090909091;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.125;0.0;0.1111111111111111;0.0;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.3333333333333333;0.18181818181818182;0.1111111111111111;0.0;0.125;0.0;0.125;0.125;0.0;0.0;0.0;0.0;0.125;0.1;0.125;0.0;0.0;0.125;0.0;0.125;0.125;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.5;0.07142857142857142;0.07142857142857142;0.1;0.0;0.625;0.0;0.07692307692307693;0.0;0.0;0.125;0.0;0.125;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.375;0.125;0.09090909090909091
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.5;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
GO:1900122;0.08333333333333333;0.08333333333333333;0.0;0.07142857142857142;0.08333333333333333;0.0;0.09090909090909091;0.08333333333333333;0.0;0.0;0.14285714285714285;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.0;0.08333333333333333;0.08333333333333333;0.1;0.08333333333333333;0.3;0.08333333333333333;0.0;0.07692307692307693;0.09090909090909091;0.1;0.07692307692307693;0.15384615384615385;0.3;0.1;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.08333333333333333;0.0;0.0;0.0;0.09090909090909091;0.1;0.25;0.07142857142857142;0.0;0.08333333333333333;0.1;0.0;0.0;0.0;0.08333333333333333;0.0;0.08333333333333333;0.14285714285714285;0.1111111111111111;0.09090909090909091;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.09090909090909091;0.14285714285714285;0.1;0.0;0.0;0.07692307692307693;0.14285714285714285;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.1;0.3333333333333333;0.08333333333333333;0.2857142857142857;0.1;0.0;0.08333333333333333;0.0;0.0;0.0;0.1;0.0;0.0;0.07692307692307693;0.0;0.1;0.0;0.0;0.09090909090909091;0.0;0.07692307692307693;0.0;0.0;1.0;0.25;0.09090909090909091;0.06666666666666667;0.25;0.0;0.0;0.07142857142857142;0.08333333333333333;0.07692307692307693;0.08333333333333333;0.0;0.0;0.0
